PRODUKT_CODE;STATION_ID;ZEITSTEMPEL;WERT;QN;QB
TT_TU_MN009;5906;201712050000;1.9;7;1
TT_TU_MN009;5906;201712050100;1.9;7;1
TT_TU_MN009;5906;201712050200;2;7;1
TT_TU_MN009;5906;201712050300;2;7;1
TT_TU_MN009;5906;201712050400;2.2;7;1
TT_TU_MN009;5906;201712050500;2.5;7;1
TT_TU_MN009;5906;201712050600;3;7;1
TT_TU_MN009;5906;201712050700;3;7;1
TT_TU_MN009;5906;201712050800;3.3;7;1
TT_TU_MN009;5906;201712050900;3.7;7;1
TT_TU_MN009;5906;201712051000;4.3;7;1
TT_TU_MN009;5906;201712051100;6.9;7;1
TT_TU_MN009;5906;201712051200;6.2;7;1
TT_TU_MN009;5906;201712051300;6.5;7;1
TT_TU_MN009;5906;201712051400;6.2;7;1
TT_TU_MN009;5906;201712051500;6;7;1
TT_TU_MN009;5906;201712051600;5.8;7;1
TT_TU_MN009;5906;201712051700;5.6;7;1
TT_TU_MN009;5906;201712051800;5.6;7;1
TT_TU_MN009;5906;201712051900;5.5;7;1
TT_TU_MN009;5906;201712052000;5.3;7;1
TT_TU_MN009;5906;201712052100;5.3;7;1
TT_TU_MN009;5906;201712052200;5.3;7;1
TT_TU_MN009;5906;201712052300;5.3;7;1
TT_TU_MN009;5906;201712060000;5;7;1
TT_TU_MN009;5906;201712060100;5;7;1
TT_TU_MN009;5906;201712060200;4.9;7;1
TT_TU_MN009;5906;201712060300;4.7;7;1
TT_TU_MN009;5906;201712060400;4.6;7;1
TT_TU_MN009;5906;201712060500;4.2;7;1
TT_TU_MN009;5906;201712060600;4.2;7;1
TT_TU_MN009;5906;201712060700;4.1;7;1
TT_TU_MN009;5906;201712060800;4.1;7;1
TT_TU_MN009;5906;201712060900;4.3;7;1
TT_TU_MN009;5906;201712061000;4.4;7;1
TT_TU_MN009;5906;201712061100;4.6;7;1
TT_TU_MN009;5906;201712061200;4.9;7;1
TT_TU_MN009;5906;201712061300;5;7;1
TT_TU_MN009;5906;201712061400;5;7;1
TT_TU_MN009;5906;201712061500;4.8;7;1
TT_TU_MN009;5906;201712061600;4.4;7;1
TT_TU_MN009;5906;201712061700;4.1;7;1
TT_TU_MN009;5906;201712061800;4;7;1
TT_TU_MN009;5906;201712061900;3.9;7;1
TT_TU_MN009;5906;201712062000;3.9;7;1
TT_TU_MN009;5906;201712062100;3.9;7;1
TT_TU_MN009;5906;201712062200;3.8;7;1
TT_TU_MN009;5906;201712062300;3.9;7;1
TT_TU_MN009;5906;201712070000;3.5;7;1
TT_TU_MN009;5906;201712070100;2.1;7;1
TT_TU_MN009;5906;201712070200;1;7;1
TT_TU_MN009;5906;201712070300;0.8;7;1
TT_TU_MN009;5906;201712070400;1;7;1
TT_TU_MN009;5906;201712070500;1;7;1
TT_TU_MN009;5906;201712070600;0.8;7;1
TT_TU_MN009;5906;201712070700;0.1;7;1
TT_TU_MN009;5906;201712070800;0.1;7;1
TT_TU_MN009;5906;201712070900;1.1;7;1
TT_TU_MN009;5906;201712071000;2.8;7;1
TT_TU_MN009;5906;201712071100;4.5;7;1
TT_TU_MN009;5906;201712071200;6;7;1
TT_TU_MN009;5906;201712071300;6.3;7;1
TT_TU_MN009;5906;201712071400;6.7;7;1
TT_TU_MN009;5906;201712071500;6.2;7;1
TT_TU_MN009;5906;201712071600;5.2;7;1
TT_TU_MN009;5906;201712071700;4.5;7;1
TT_TU_MN009;5906;201712071800;5;7;1
TT_TU_MN009;5906;201712071900;5.4;7;1
TT_TU_MN009;5906;201712072000;5.2;7;1
TT_TU_MN009;5906;201712072100;6.1;7;1
TT_TU_MN009;5906;201712072200;6.5;7;1
TT_TU_MN009;5906;201712072300;6.3;7;1
TT_TU_MN009;5906;201712080000;6.9;7;1
TT_TU_MN009;5906;201712080100;7.1;7;1
TT_TU_MN009;5906;201712080200;7.5;7;1
TT_TU_MN009;5906;201712080300;7.4;7;1
TT_TU_MN009;5906;201712080400;6.9;7;1
TT_TU_MN009;5906;201712080500;6.3;7;1
