PRODUKT_CODE;STATION_ID;ZEITSTEMPEL;WERT;QN;QB
N_MN008;13674;201801290100;8;3;0
N_MN008;13674;201801290200;8;3;0
N_MN008;13674;201801290300;8;3;0
N_MN008;13674;201801290400;8;3;0
N_MN008;13674;201801290500;8;3;0
N_MN008;13674;201801290600;8;3;0
N_MN008;13674;201801290700;8;3;0
N_MN008;13674;201801290800;8;3;0
N_MN008;13674;201801290900;8;3;0
N_MN008;13674;201801291000;7;3;0
N_MN008;13674;201801291100;8;3;0
N_MN008;13674;201801291200;8;3;0
N_MN008;13674;201801291300;8;3;0
N_MN008;13674;201801291400;8;3;0
N_MN008;13674;201801291500;8;3;0
N_MN008;13674;201801291600;8;3;0
N_MN008;13674;201801291700;8;3;0
N_MN008;13674;201801291800;7;3;0
N_MN008;13674;201801291900;8;3;0
N_MN008;13674;201801292000;7;3;0
N_MN008;13674;201801292100;8;3;0
N_MN008;13674;201801292200;8;3;0
N_MN008;13674;201801292300;8;3;0
N_MN008;13674;201801300000;8;3;0
N_MN008;13674;201801300100;7;3;0
N_MN008;13674;201801300200;7;3;0
N_MN008;13674;201801300300;8;3;0
N_MN008;13674;201801300400;7;3;0
N_MN008;13674;201801300500;7;3;0
N_MN008;13674;201801300600;8;3;0
N_MN008;13674;201801300700;7;3;0
N_MN008;13674;201801300800;0;3;0
N_MN008;13674;201801300900;7;3;0
N_MN008;13674;201801301000;8;3;0
N_MN008;13674;201801301100;7;3;0
N_MN008;13674;201801301200;8;3;0
N_MN008;13674;201801301300;8;3;0
N_MN008;13674;201801301400;7;3;0
N_MN008;13674;201801301500;8;3;0
N_MN008;13674;201801301600;8;3;0
N_MN008;13674;201801301700;8;3;0
N_MN008;13674;201801301800;7;3;0
N_MN008;13674;201801301900;8;3;0
N_MN008;13674;201801302000;8;3;0
N_MN008;13674;201801302100;8;3;0
N_MN008;13674;201801302200;8;3;0
N_MN008;13674;201801302300;8;3;0
N_MN008;13674;201801310000;8;3;0
N_MN008;13674;201801310100;7;3;0
N_MN008;13674;201801310200;7;3;0
N_MN008;13674;201801310300;8;3;0
N_MN008;13674;201801310400;7;3;0
N_MN008;13674;201801310500;7;3;0
N_MN008;13674;201801310600;7;3;0
N_MN008;13674;201801310700;8;3;0
N_MN008;13674;201801310800;7;3;0
N_MN008;13674;201801310900;8;3;0
N_MN008;13674;201801311000;8;3;0
N_MN008;13674;201801311100;8;3;0
N_MN008;13674;201801311200;8;3;0
N_MN008;13674;201801311300;8;3;0
N_MN008;13674;201801311400;8;3;0
N_MN008;13674;201801311500;7;3;0
N_MN008;13674;201801311600;7;3;0
N_MN008;13674;201801311700;8;3;0
N_MN008;13674;201801311800;8;3;0
N_MN008;13674;201801311900;8;3;0
N_MN008;13674;201801312000;7;3;0
N_MN008;13674;201801312100;8;3;0
N_MN008;13674;201801312200;7;3;0
N_MN008;13674;201801312300;7;3;0
N_MN008;13674;201802010000;7;3;0
N_MN008;13674;201802010100;7;3;0
N_MN008;13674;201802010200;7;3;0
N_MN008;13674;201802010300;7;3;0
N_MN008;13674;201802010400;7;3;0
N_MN008;13674;201802010500;7;3;0
N_MN008;13674;201802010600;7;3;0
N_MN008;13674;201802010700;7;3;0
N_MN008;13674;201802010800;5;3;0
N_MN008;13674;201802010900;8;3;0
N_MN008;13674;201802011000;6;3;0
N_MN008;13674;201802011100;7;3;0
N_MN008;13674;201802011200;2;3;0
N_MN008;13674;201802011300;8;3;0
N_MN008;13674;201802011400;8;3;0
N_MN008;13674;201802011500;8;3;0
N_MN008;13674;201802011600;7;3;0
N_MN008;13674;201802011700;8;3;0
N_MN008;13674;201802011800;7;3;0
N_MN008;13674;201802011900;7;3;0
N_MN008;13674;201802012000;8;3;0
N_MN008;13674;201802012100;7;3;0
N_MN008;13674;201802012200;7;3;0
N_MN008;13674;201802012300;3;3;0
N_MN008;13674;201802020000;0;3;0
N_MN008;13674;201802020100;7;3;0
N_MN008;13674;201802020200;7;3;0
N_MN008;13674;201802020300;7;3;0
N_MN008;13674;201802020400;8;3;0
N_MN008;13674;201802020500;7;3;0
N_MN008;13674;201802020600;6;3;0
N_MN008;13674;201802020700;7;3;0
N_MN008;13674;201802020800;8;3;0
N_MN008;13674;201802020900;8;3;0
N_MN008;13674;201802021000;8;3;0
N_MN008;13674;201802021100;7;3;0
N_MN008;13674;201802021200;8;3;0
N_MN008;13674;201802021300;8;3;0
N_MN008;13674;201802021400;7;3;0
N_MN008;13674;201802021500;7;3;0
N_MN008;13674;201802021600;8;3;0
N_MN008;13674;201802021700;7;3;0
N_MN008;13674;201802021800;8;3;0
N_MN008;13674;201802021900;8;3;0
N_MN008;13674;201802022000;8;3;0
N_MN008;13674;201802022100;8;3;0
N_MN008;13674;201802022200;8;3;0
N_MN008;13674;201802022300;8;3;0
N_MN008;13674;201802030000;7;3;0
N_MN008;13674;201802030100;7;3;0
N_MN008;13674;201802030200;7;3;0
N_MN008;13674;201802030300;7;3;0
N_MN008;13674;201802030400;8;3;0
N_MN008;13674;201802030500;7;3;0
N_MN008;13674;201802030600;8;3;0
N_MN008;13674;201802030700;7;3;0
N_MN008;13674;201802030800;8;3;0
N_MN008;13674;201802030900;7;3;0
N_MN008;13674;201802031000;8;3;0
N_MN008;13674;201802031100;7;3;0
N_MN008;13674;201802031200;7;3;0
N_MN008;13674;201802031300;8;3;0
N_MN008;13674;201802031400;7;3;0
N_MN008;13674;201802031500;7;3;0
N_MN008;13674;201802031600;6;3;0
N_MN008;13674;201802031800;8;3;0
N_MN008;13674;201802031900;8;3;0
N_MN008;13674;201802032000;-1;3;0
N_MN008;13674;201802032100;7;3;0
N_MN008;13674;201802032200;7;3;0
N_MN008;13674;201802032300;7;3;0
N_MN008;13674;201802040000;7;3;0
N_MN008;13674;201802040100;7;3;0
N_MN008;13674;201802040200;8;3;0
N_MN008;13674;201802040300;8;3;0
N_MN008;13674;201802040400;8;3;0
N_MN008;13674;201802040500;7;3;0
N_MN008;13674;201802040600;7;3;0
N_MN008;13674;201802040700;7;3;0
N_MN008;13674;201802040800;6;3;0
N_MN008;13674;201802040900;7;3;0
N_MN008;13674;201802041000;7;3;0
N_MN008;13674;201802041100;7;3;0
N_MN008;13674;201802041200;6;3;0
N_MN008;13674;201802041300;7;3;0
N_MN008;13674;201802041400;8;3;0
N_MN008;13674;201802041500;2;3;0
N_MN008;13674;201802041600;8;3;0
N_MN008;13674;201802041700;7;3;0
N_MN008;13674;201802041800;5;3;0
N_MN008;13674;201802041900;8;3;0
N_MN008;13674;201802042000;8;3;0
N_MN008;13674;201802042100;8;3;0
N_MN008;13674;201802042200;8;3;0
N_MN008;13674;201802042300;7;3;0
N_MN008;13674;201802050000;7;3;0
N_MN008;13674;201802050100;2;3;0
N_MN008;13674;201802050200;7;3;0
N_MN008;13674;201802050300;8;3;0
N_MN008;13674;201802050400;8;3;0
N_MN008;13674;201802050500;7;3;0
N_MN008;13674;201802050600;5;3;0
N_MN008;13674;201802050700;1;3;0
N_MN008;13674;201802050800;0;3;0
N_MN008;13674;201802050900;0;3;0
N_MN008;13674;201802051000;4;3;0
N_MN008;13674;201802051100;1;3;0
N_MN008;13674;201802051200;2;3;0
N_MN008;13674;201802051300;0;3;0
N_MN008;13674;201802051400;0;3;0
N_MN008;13674;201802051500;4;3;0
N_MN008;13674;201802051600;0;3;0
N_MN008;13674;201802051700;2;3;0
N_MN008;13674;201802051800;0;3;0
N_MN008;13674;201802051900;0;3;0
N_MN008;13674;201802052000;2;3;0
N_MN008;13674;201802052100;4;3;0
N_MN008;13674;201802052200;8;3;0
N_MN008;13674;201802052300;7;3;0
N_MN008;13674;201802060000;8;3;0
N_MN008;13674;201802060100;8;3;0
N_MN008;13674;201802060200;7;3;0
N_MN008;13674;201802060300;7;3;0
N_MN008;13674;201802060400;8;3;0
N_MN008;13674;201802060500;8;3;0
N_MN008;13674;201802060600;8;3;0
N_MN008;13674;201802060700;7;3;0
N_MN008;13674;201802060800;7;3;0
N_MN008;13674;201802060900;8;3;0
N_MN008;13674;201802061000;8;3;0
N_MN008;13674;201802061100;8;3;0
N_MN008;13674;201802061200;8;3;0
N_MN008;13674;201802061300;8;3;0
N_MN008;13674;201802061400;8;3;0
N_MN008;13674;201802061500;7;3;0
N_MN008;13674;201802061600;8;3;0
N_MN008;13674;201802061700;8;3;0
N_MN008;13674;201802061800;7;3;0
N_MN008;13674;201802061900;4;3;0
N_MN008;13674;201802062000;5;3;0
N_MN008;13674;201802062100;3;3;0
N_MN008;13674;201802062200;7;3;0
N_MN008;13674;201802062300;8;3;0
N_MN008;13674;201802070000;8;3;0
N_MN008;13674;201802070100;6;3;0
N_MN008;13674;201802070200;5;3;0
N_MN008;13674;201802070300;1;3;0
N_MN008;13674;201802070400;2;3;0
N_MN008;13674;201802070500;0;3;0
N_MN008;13674;201802070600;0;3;0
N_MN008;13674;201802070700;3;3;0
N_MN008;13674;201802070800;5;3;0
N_MN008;13674;201802070900;8;3;0
N_MN008;13674;201802071000;8;3;0
N_MN008;13674;201802071100;8;3;0
N_MN008;13674;201802071200;8;3;0
N_MN008;13674;201802071300;8;3;0
N_MN008;13674;201802071400;8;3;0
N_MN008;13674;201802071500;7;3;0
N_MN008;13674;201802071600;8;3;0
N_MN008;13674;201802071700;8;3;0
N_MN008;13674;201802071800;8;3;0
N_MN008;13674;201802071900;8;3;0
N_MN008;13674;201802072000;7;3;0
N_MN008;13674;201802072100;0;3;0
N_MN008;13674;201802080000;2;3;0
N_MN008;13674;201802080100;2;3;0
N_MN008;13674;201802080200;7;3;0
N_MN008;13674;201802080300;7;3;0
N_MN008;13674;201802080400;7;3;0
N_MN008;13674;201802080500;8;3;0
N_MN008;13674;201802080600;8;3;0
N_MN008;13674;201802080700;8;3;0
N_MN008;13674;201802080900;7;3;0
N_MN008;13674;201802081100;3;3;0
N_MN008;13674;201802081200;0;3;0
N_MN008;13674;201802081300;0;3;0
N_MN008;13674;201802081400;0;3;0
N_MN008;13674;201802081500;0;3;0
N_MN008;13674;201802081600;0;3;0
N_MN008;13674;201802081700;1;3;0
N_MN008;13674;201802081800;7;3;0
N_MN008;13674;201802081900;8;3;0
N_MN008;13674;201802082000;8;3;0
N_MN008;13674;201802082100;4;3;0
N_MN008;13674;201802082200;7;3;0
N_MN008;13674;201802082300;8;3;0
N_MN008;13674;201802090000;8;3;0
N_MN008;13674;201802090100;8;3;0
N_MN008;13674;201802090200;8;3;0
N_MN008;13674;201802090300;8;3;0
N_MN008;13674;201802090400;8;3;0
N_MN008;13674;201802090500;8;3;0
N_MN008;13674;201802090600;8;3;0
N_MN008;13674;201802090700;8;3;0
N_MN008;13674;201802090800;8;3;0
N_MN008;13674;201802090900;8;3;0
N_MN008;13674;201802091000;8;3;0
N_MN008;13674;201802091100;8;3;0
N_MN008;13674;201802091200;8;3;0
N_MN008;13674;201802091300;8;3;0
N_MN008;13674;201802091400;8;3;0
N_MN008;13674;201802091500;8;3;0
N_MN008;13674;201802091600;8;3;0
N_MN008;13674;201802091700;8;3;0
N_MN008;13674;201802091800;8;3;0
N_MN008;13674;201802091900;8;3;0
N_MN008;13674;201802092000;8;3;0
N_MN008;13674;201802092100;8;3;0
N_MN008;13674;201802092200;8;3;0
N_MN008;13674;201802092300;8;3;0
N_MN008;13674;201802100000;7;3;0
N_MN008;13674;201802100100;7;3;0
N_MN008;13674;201802100200;8;3;0
N_MN008;13674;201802100300;8;3;0
N_MN008;13674;201802100400;8;3;0
N_MN008;13674;201802100500;8;3;0
N_MN008;13674;201802100600;8;3;0
N_MN008;13674;201802100700;7;3;0
N_MN008;13674;201802100800;8;3;0
N_MN008;13674;201802100900;8;3;0
N_MN008;13674;201802101000;8;3;0
N_MN008;13674;201802101100;8;3;0
N_MN008;13674;201802101200;8;3;0
N_MN008;13674;201802101300;8;3;0
N_MN008;13674;201802101400;8;3;0
N_MN008;13674;201802101500;8;3;0
N_MN008;13674;201802101600;8;3;0
N_MN008;13674;201802101700;8;3;0
N_MN008;13674;201802101800;8;3;0
N_MN008;13674;201802101900;8;3;0
N_MN008;13674;201802102000;8;3;0
N_MN008;13674;201802102100;8;3;0
N_MN008;13674;201802102200;8;3;0
N_MN008;13674;201802102300;7;3;0
N_MN008;13674;201802110000;7;3;0
N_MN008;13674;201802110100;7;3;0
N_MN008;13674;201802110200;8;3;0
N_MN008;13674;201802110300;8;3;0
N_MN008;13674;201802110400;8;3;0
N_MN008;13674;201802110500;8;3;0
N_MN008;13674;201802110600;8;3;0
N_MN008;13674;201802110700;7;3;0
N_MN008;13674;201802110800;7;3;0
N_MN008;13674;201802110900;6;3;0
N_MN008;13674;201802111000;7;3;0
N_MN008;13674;201802111100;7;3;0
N_MN008;13674;201802111200;8;3;0
N_MN008;13674;201802111300;8;3;0
N_MN008;13674;201802111400;8;3;0
N_MN008;13674;201802111500;7;3;0
N_MN008;13674;201802111600;7;3;0
N_MN008;13674;201802111700;8;3;0
N_MN008;13674;201802111800;7;3;0
N_MN008;13674;201802111900;7;3;0
N_MN008;13674;201802112000;7;3;0
N_MN008;13674;201802112100;7;3;0
N_MN008;13674;201802112200;8;3;0
N_MN008;13674;201802112300;7;3;0
N_MN008;13674;201802120000;7;3;0
N_MN008;13674;201802120100;7;3;0
N_MN008;13674;201802120200;7;3;0
N_MN008;13674;201802120300;7;3;0
N_MN008;13674;201802120400;7;3;0
N_MN008;13674;201802120500;7;3;0
N_MN008;13674;201802120700;7;3;0
N_MN008;13674;201802120800;6;3;0
N_MN008;13674;201802120900;3;3;0
N_MN008;13674;201802121000;3;3;0
N_MN008;13674;201802121100;7;3;0
N_MN008;13674;201802121200;4;3;0
N_MN008;13674;201802121300;6;3;0
N_MN008;13674;201802121400;7;3;0
N_MN008;13674;201802121500;5;3;0
N_MN008;13674;201802121600;7;3;0
N_MN008;13674;201802121700;6;3;0
N_MN008;13674;201802121800;7;3;0
N_MN008;13674;201802121900;2;3;0
N_MN008;13674;201802122000;0;3;0
N_MN008;13674;201802122100;0;3;0
N_MN008;13674;201802122200;0;3;0
N_MN008;13674;201802122300;7;3;0
N_MN008;13674;201802130000;6;3;0
N_MN008;13674;201802130100;8;3;0
N_MN008;13674;201802130200;7;3;0
N_MN008;13674;201802130300;8;3;0
N_MN008;13674;201802130400;8;3;0
N_MN008;13674;201802130500;7;3;0
N_MN008;13674;201802130600;2;3;0
N_MN008;13674;201802130700;8;3;0
N_MN008;13674;201802130800;8;3;0
N_MN008;13674;201802130900;8;3;0
N_MN008;13674;201802131000;2;3;0
N_MN008;13674;201802131100;0;3;0
N_MN008;13674;201802131200;7;3;0
N_MN008;13674;201802131300;0;3;0
N_MN008;13674;201802131400;0;3;0
N_MN008;13674;201802131500;0;3;0
N_MN008;13674;201802131600;0;3;0
N_MN008;13674;201802131700;0;3;0
N_MN008;13674;201802131800;0;3;0
N_MN008;13674;201802131900;0;3;0
N_MN008;13674;201802132000;0;3;0
N_MN008;13674;201802132100;0;3;0
N_MN008;13674;201802132200;0;3;0
N_MN008;13674;201802132300;0;3;0
N_MN008;13674;201802140000;0;3;0
N_MN008;13674;201802140100;0;3;0
N_MN008;13674;201802140200;0;3;0
N_MN008;13674;201802140300;0;3;0
N_MN008;13674;201802140400;0;3;0
N_MN008;13674;201802140500;0;3;0
N_MN008;13674;201802140600;0;3;0
N_MN008;13674;201802140700;0;3;0
N_MN008;13674;201802140800;0;3;0
N_MN008;13674;201802140900;0;3;0
N_MN008;13674;201802141000;0;3;0
N_MN008;13674;201802141100;0;3;0
N_MN008;13674;201802141200;0;3;0
N_MN008;13674;201802141300;0;3;0
N_MN008;13674;201802141400;0;3;0
N_MN008;13674;201802141500;0;3;0
N_MN008;13674;201802141600;0;3;0
N_MN008;13674;201802141700;0;3;0
N_MN008;13674;201802141800;0;3;0
N_MN008;13674;201802141900;1;3;0
N_MN008;13674;201802142000;1;3;0
N_MN008;13674;201802142100;7;3;0
N_MN008;13674;201802142200;2;3;0
N_MN008;13674;201802142300;8;3;0
N_MN008;13674;201802150000;8;3;0
N_MN008;13674;201802150100;8;3;0
N_MN008;13674;201802150200;8;3;0
N_MN008;13674;201802150300;8;3;0
N_MN008;13674;201802150400;8;3;0
N_MN008;13674;201802150500;8;3;0
N_MN008;13674;201802150600;8;3;0
N_MN008;13674;201802150700;7;3;0
N_MN008;13674;201802150800;4;3;0
N_MN008;13674;201802150900;6;3;0
N_MN008;13674;201802151000;8;3;0
N_MN008;13674;201802151100;8;3;0
N_MN008;13674;201802151200;8;3;0
N_MN008;13674;201802151300;8;3;0
N_MN008;13674;201802151400;8;3;0
N_MN008;13674;201802151500;7;3;0
N_MN008;13674;201802151700;7;3;0
N_MN008;13674;201802151800;8;3;0
N_MN008;13674;201802151900;-1;3;0
N_MN008;13674;201802152000;7;3;0
N_MN008;13674;201802152100;-1;3;0
